timestamp,ist_datetime,ltp,chp,volume,oi,oipercent,totalbuyqty,totalsellqty,bid_price_1,bid_qty_1,bid_orders_1,bid_price_2,bid_qty_2,bid_orders_2,bid_price_3,bid_qty_3,bid_orders_3,bid_price_4,bid_qty_4,bid_orders_4,bid_price_5,bid_qty_5,bid_orders_5,ask_price_1,ask_qty_1,ask_orders_1,ask_price_2,ask_qty_2,ask_orders_2,ask_price_3,ask_qty_3,ask_orders_3,ask_price_4,ask_qty_4,ask_orders_4,ask_price_5,ask_qty_5,ask_orders_5,open,high,low,close
1745813497,2025-04-28 09:41:37,24334,0.81,2008575,12243975,4.32,351000,377850,24200.2,24365,24140,24139.1,24335,75,1,24334,900,5,24333.9,75,1,24333.7,9000,5,24332.6,1500,1,24335.4,150,1,24335.5,75,1,24335.8,75,1,24336.1,75,1,24336.2,75,1
1745813498,2025-04-28 09:41:38,24333.7,0.81,2012400,12243975,4.32,387600,357000,24200.2,24365,24140,24139.1,24333.7,6675,4,24332.6,1500,1,24332.5,75,1,24332,750,3,24331,450,4,24335.3,150,1,24335.4,375,1,24335.5,1875,2,24336.2,150,2,24336.5,75,1
1745813499,2025-04-28 09:41:39,24333.7,0.81,2016000,12243975,4.32,407475,326175,24200.2,24365,24140,24139.1,24333.7,3300,3,24332.6,1500,1,24332.5,600,3,24332.3,525,3,24332.2,225,1,24334.3,75,1,24334.5,1050,1,24335,75,1,24335.1,150,2,24335.2,150,1
1745813500,2025-04-28 09:41:40,24333.7,0.81,2016000,12243975,4.32,407475,326175,24200.2,24365,24140,24139.1,24333.7,3300,3,24332.6,1500,1,24332.5,600,3,24332.3,525,3,24332.2,225,1,24334.3,75,1,24334.5,1050,1,24335,75,1,24335.1,150,2,24335.2,150,1
1745813501,2025-04-28 09:41:41,24332.6,0.8,2019900,12243975,4.32,395325,381150,24200.2,24365,24140,24139.1,24332.6,1050,1,24332.5,75,1,24332,750,3,24331,225,3,24330.9,75,1,24333.5,225,3,24333.7,4050,4,24334.1,150,2,24334.5,1050,1,24334.8,375,1
1745813502,2025-04-28 09:41:42,24332.6,0.8,2019900,12243975,4.32,395325,381150,24200.2,24365,24140,24139.1,24332.6,1050,1,24332.5,75,1,24332,750,3,24331,225,3,24330.9,75,1,24333.5,225,3,24333.7,4050,4,24334.1,150,2,24334.5,1050,1,24334.8,375,1
1745813503,2025-04-28 09:41:43,24332.5,0.8,2021175,12243975,4.32,383925,375525,24200.2,24365,24140,24139.1,24332,750,3,24331,225,3,24330.6,900,3,24330.2,75,1,24330,1350,12,24332.7,225,2,24332.8,75,1,24333,450,1,24333.1,75,1,24333.4,150,1
1745813504,2025-04-28 09:41:44,24330.2,0.79,2023125,12243975,4.32,378075,387450,24200.2,24365,24140,24139.1,24330,1425,13,24328,75,1,24327,75,1,24326.1,900,1,24326,525,3,24330.1,75,1,24330.2,225,2,24330.3,75,1,24330.6,75,1,24330.8,150,1
1745813505,2025-04-28 09:41:45,24330.2,0.79,2023125,12243975,4.32,378075,387450,24200.2,24365,24140,24139.1,24330,1425,13,24328,75,1,24327,75,1,24326.1,900,1,24326,525,3,24330.1,75,1,24330.2,225,2,24330.3,75,1,24330.6,75,1,24330.8,150,1
1745813506,2025-04-28 09:41:46,24325,0.77,2026350,12243975,4.32,327450,386700,24200.2,24365,24140,24139.1,24325.1,75,1,24325,525,6,24324.6,75,1,24322.6,750,1,24322.1,75,1,24325.5,150,1,24325.6,75,1,24325.8,150,1,24326,75,1,24327.3,75,1
1745813507,2025-04-28 09:41:47,24325,0.77,2026350,12243975,4.32,327450,386700,24200.2,24365,24140,24139.1,24325.1,75,1,24325,525,6,24324.6,75,1,24322.6,750,1,24322.1,75,1,24325.5,150,1,24325.6,75,1,24325.8,150,1,24326,75,1,24327.3,75,1
1745813508,2025-04-28 09:41:48,24315.1,0.73,2033850,12243975,4.32,373425,377250,24200.2,24365,24140,24139.1,24315.1,750,3,24315,75,1,24314.5,225,1,24314.4,75,1,24314.2,225,1,24319,75,1,24319.1,75,1,24319.2,375,1,24319.6,150,1,24319.8,150,1
1745813509,2025-04-28 09:41:49,24316.3,0.73,2036250,12243975,4.32,378675,378675,24200.2,24365,24140,24139.1,24312.7,300,1,24311.9,150,1,24311.5,75,1,24311.3,525,2,24311.2,375,3,24317.4,450,1,24317.5,75,1,24317.6,450,2,24317.7,225,2,24317.8,75,1
1745813510,2025-04-28 09:41:50,24316.3,0.73,2036250,12243975,4.32,378675,378675,24200.2,24365,24140,24139.1,24312.7,300,1,24311.9,150,1,24311.5,75,1,24311.3,525,2,24311.2,375,3,24317.4,450,1,24317.5,75,1,24317.6,450,2,24317.7,225,2,24317.8,75,1
1745813511,2025-04-28 09:41:51,24317.9,0.74,2036925,12243975,4.32,392625,367950,24200.2,24365,24140,24139.1,24319,150,1,24318.8,150,1,24318.6,300,2,24318.2,225,2,24318.1,75,1,24323.1,150,2,24323.6,375,1,24323.8,150,1,24324.2,150,1,24324.5,150,1
1745813512,2025-04-28 09:41:52,24318.9,0.74,2036925,12243975,4.32,392625,367950,24200.2,24365,24140,24139.1,24319,150,1,24318.8,150,1,24318.6,300,2,24318.2,225,2,24318.1,75,1,24323.1,150,2,24323.6,375,1,24323.8,150,1,24324.2,150,1,24324.5,150,1
1745813513,2025-04-28 09:41:53,24320,0.75,2038500,12243975,4.32,385425,380175,24200.2,24365,24140,24139.1,24322,750,1,24320,75,1,24318.7,75,1,24318.6,150,1,24318.5,150,1,24324.1,150,1,24324.2,150,1,24324.6,150,1,24324.7,75,1,24324.9,375,1
1745813514,2025-04-28 09:41:54,24319.9,0.75,2040825,12243975,4.32,377475,374175,24200.2,24365,24140,24139.1,24320.6,1500,1,24318.5,150,1,24318.4,300,3,24318.3,300,3,24318.2,225,2,24320.9,75,1,24321,375,1,24323.3,75,1,24323.6,75,1,24323.9,75,1
