timestamp,open,high,low,close,volume,datetime
1744688700,23295.0,23334.9,23252.0,23301.2,77175,2025-04-15 09:15:00
1744688705,23303.7,23303.7,23285.0,23300.0,50025,2025-04-15 09:15:05
1744688710,23307.7,23307.7,23286.9,23286.9,48825,2025-04-15 09:15:10
1744688715,23288.0,23307.5,23288.0,23307.5,61875,2025-04-15 09:15:15
1744688720,23307.4,23309.0,23302.0,23308.9,67500,2025-04-15 09:15:20
1744688725,23315.0,23322.7,23313.4,23322.7,48525,2025-04-15 09:15:25
1744688730,23327.0,23344.0,23327.0,23333.0,44775,2025-04-15 09:15:30
1744688735,23337.6,23349.0,23336.0,23345.1,68325,2025-04-15 09:15:35
1744688740,23344.8,23350.0,23343.7,23349.1,38250,2025-04-15 09:15:40
1744688745,23350.0,23350.0,23343.1,23347.6,51975,2025-04-15 09:15:45
1744688750,23338.0,23338.0,23326.0,23326.0,25500,2025-04-15 09:15:50
1744688755,23335.4,23340.0,23328.1,23338.7,27600,2025-04-15 09:15:55
1744688760,23342.7,23349.0,23342.7,23349.0,50325,2025-04-15 09:16:00
1744688765,23347.9,23350.0,23347.9,23349.6,25500,2025-04-15 09:16:05
1744688770,23346.5,23348.1,23343.3,23345.6,21900,2025-04-15 09:16:10
1744688775,23339.9,23340.0,23339.7,23339.7,20850,2025-04-15 09:16:15
1744688780,23339.1,23340.1,23335.1,23339.8,28200,2025-04-15 09:16:20
1744688785,23340.0,23340.1,23330.7,23336.8,21600,2025-04-15 09:16:25
1744688790,23336.5,23342.4,23334.8,23334.9,18450,2025-04-15 09:16:30
1744688795,23339.3,23339.9,23336.7,23338.6,14475,2025-04-15 09:16:35
1744688800,23337.1,23339.9,23334.5,23337.6,22125,2025-04-15 09:16:40
1744688805,23339.7,23339.7,23328.2,23330.1,9900,2025-04-15 09:16:45
1744688810,23323.0,23332.8,23323.0,23326.4,15900,2025-04-15 09:16:50
1744688815,23329.8,23329.8,23326.1,23326.1,14250,2025-04-15 09:16:55
1744688820,23330.0,23336.0,23330.0,23334.8,19425,2025-04-15 09:17:00
1744688825,23336.1,23336.7,23331.0,23333.0,9975,2025-04-15 09:17:05
1744688830,23335.0,23336.2,23333.8,23336.2,6225,2025-04-15 09:17:10
1744688835,23335.8,23337.0,23335.7,23336.6,9450,2025-04-15 09:17:15
1744688840,23341.0,23345.0,23341.0,23343.6,33450,2025-04-15 09:17:20
1744688845,23343.6,23343.6,23338.0,23340.0,18750,2025-04-15 09:17:25
1744688850,23340.1,23340.5,23339.6,23340.0,54600,2025-04-15 09:17:30
1744688855,23346.5,23346.5,23338.9,23340.0,25275,2025-04-15 09:17:35
1744688860,23339.7,23340.0,23334.8,23334.8,4800,2025-04-15 09:17:40
1744688865,23339.0,23341.2,23335.8,23341.2,14025,2025-04-15 09:17:45
1744688870,23338.7,23338.7,23334.4,23337.9,6225,2025-04-15 09:17:50
1744688875,23335.4,23335.8,23332.6,23332.6,15750,2025-04-15 09:17:55
1744688880,23333.2,23335.2,23333.0,23335.1,13725,2025-04-15 09:18:00
1744688885,23336.7,23337.0,23334.5,23337.0,8175,2025-04-15 09:18:05
1744688890,23339.0,23339.0,23335.9,23336.5,8100,2025-04-15 09:18:10
1744688895,23334.5,23340.0,23334.5,23338.3,7050,2025-04-15 09:18:15
1744688900,23340.0,23345.0,23339.0,23345.0,14250,2025-04-15 09:18:20
1744688905,23339.2,23344.9,23339.2,23339.7,10200,2025-04-15 09:18:25
1744688910,23336.1,23339.0,23335.8,23337.2,6450,2025-04-15 09:18:30
1744688915,23335.0,23339.0,23335.0,23336.4,6525,2025-04-15 09:18:35
1744688920,23339.0,23339.9,23338.0,23339.9,4350,2025-04-15 09:18:40
1744688925,23340.0,23340.0,23338.3,23339.0,13125,2025-04-15 09:18:45
1744688930,23339.4,23340.0,23339.4,23340.0,12375,2025-04-15 09:18:50
1744688935,23340.0,23340.0,23339.0,23339.0,25875,2025-04-15 09:18:55
1744688940,23338.9,23340.0,23337.1,23339.6,7950,2025-04-15 09:19:00
1744688945,23340.0,23346.5,23339.2,23340.0,34200,2025-04-15 09:19:05
1744688950,23347.6,23347.9,23340.4,23345.0,10500,2025-04-15 09:19:10
1744688955,23342.8,23346.1,23340.7,23340.7,13050,2025-04-15 09:19:15
1744688960,23342.8,23342.8,23340.6,23340.6,6075,2025-04-15 09:19:20
1744688965,23342.0,23346.7,23340.6,23340.6,8250,2025-04-15 09:19:25
1744688970,23346.0,23348.0,23341.6,23346.6,6825,2025-04-15 09:19:30
1744688975,23345.0,23345.0,23341.3,23341.8,3075,2025-04-15 09:19:35
1744688980,23342.2,23343.1,23340.0,23340.0,3300,2025-04-15 09:19:40
1744688985,23340.1,23341.6,23340.1,23341.0,4575,2025-04-15 09:19:45
1744688990,23340.8,23342.4,23339.8,23340.7,8475,2025-04-15 09:19:50
1744688995,23339.5,23342.3,23339.5,23340.1,4575,2025-04-15 09:19:55
1744689000,23341.1,23345.0,23340.5,23343.4,11325,2025-04-15 09:20:00
1744689005,23345.0,23345.0,23343.2,23345.0,14625,2025-04-15 09:20:05
1744689010,23344.9,23345.0,23343.7,23343.9,7425,2025-04-15 09:20:10
1744689015,23344.5,23344.5,23342.0,23342.0,11775,2025-04-15 09:20:15
1744689020,23342.9,23345.0,23342.9,23344.5,9000,2025-04-15 09:20:20
1744689025,23344.6,23345.8,23344.3,23344.5,7575,2025-04-15 09:20:25
1744689030,23345.0,23345.8,23343.8,23345.8,5625,2025-04-15 09:20:30
1744689035,23346.5,23351.8,23345.6,23350.2,31425,2025-04-15 09:20:35
1744689040,23353.4,23354.0,23352.1,23354.0,6600,2025-04-15 09:20:40
1744689045,23352.2,23356.4,23352.2,23356.4,9825,2025-04-15 09:20:45
1744689050,23359.2,23364.0,23358.1,23358.1,19425,2025-04-15 09:20:50
1744689055,23354.9,23358.2,23354.9,23356.7,8100,2025-04-15 09:20:55
1744689060,23358.1,23359.7,23354.9,23358.6,10350,2025-04-15 09:21:00
1744689065,23358.9,23359.9,23357.6,23357.6,6150,2025-04-15 09:21:05
