timestamp,open,high,low,close,volume,datetime
1743997500,21758.4,22037.9,21743.65,22026.6,0,2025-04-07 09:15:00
1743997560,22028.05,22102.95,22028.05,22070.15,0,2025-04-07 09:16:00
1743997620,22066.2,22076.2,21962.85,21971.2,0,2025-04-07 09:17:00
1743997680,21967.7,21967.8,21905.25,21914.25,0,2025-04-07 09:18:00
1743997740,21924.95,21937.15,21882.25,21888.35,0,2025-04-07 09:19:00
1743997800,21890.1,21894.7,21867.35,21874.85,0,2025-04-07 09:20:00
1743997860,21876.55,22067.1,21875.7,22064.75,0,2025-04-07 09:21:00
1743997920,22069.15,22071.7,22034.25,22040.8,0,2025-04-07 09:22:00
1743997980,22042.6,22080.3,22019.55,22022.9,0,2025-04-07 09:23:00
1743998040,22022.35,22039.8,22016.25,22030.8,0,2025-04-07 09:24:00
1743998100,22035.25,22044.05,22011.45,22032.7,0,2025-04-07 09:25:00
1743998160,22033.75,22065.9,22033.75,22051.65,0,2025-04-07 09:26:00
1743998220,22050.85,22070.05,22042.45,22067.0,0,2025-04-07 09:27:00
1743998280,22067.45,22077.7,22056.1,22063.6,0,2025-04-07 09:28:00
1743998340,22063.7,22064.75,22041.85,22041.85,0,2025-04-07 09:29:00
1743998400,22042.35,22090.15,22038.35,22087.95,0,2025-04-07 09:30:00
1743998460,22088.3,22165.1,22084.55,22159.6,0,2025-04-07 09:31:00
1743998520,22158.9,22180.35,22154.25,22168.95,0,2025-04-07 09:32:00
1743998580,22169.55,22178.7,22148.65,22178.7,0,2025-04-07 09:33:00
1743998640,22179.45,22190.0,22130.05,22141.75,0,2025-04-07 09:34:00
1743998700,22141.05,22148.15,22080.3,22092.85,0,2025-04-07 09:35:00
1743998760,22091.8,22101.6,22055.05,22080.35,0,2025-04-07 09:36:00
1743998820,22078.05,22097.2,22048.55,22095.35,0,2025-04-07 09:37:00
1743998880,22096.65,22096.65,22065.8,22082.8,0,2025-04-07 09:38:00
1743998940,22077.1,22079.1,22033.45,22036.05,0,2025-04-07 09:39:00
1743999000,22037.1,22054.35,22012.55,22022.8,0,2025-04-07 09:40:00
1743999060,22023.9,22026.55,21997.0,22010.1,0,2025-04-07 09:41:00
1743999120,22009.8,22011.85,21977.05,22010.5,0,2025-04-07 09:42:00
1743999180,22010.45,22012.2,21989.7,21994.15,0,2025-04-07 09:43:00
1743999240,21995.3,22025.7,21991.45,22021.7,0,2025-04-07 09:44:00
1743999300,22023.35,22028.7,22000.8,22003.75,0,2025-04-07 09:45:00
1743999360,22004.25,22004.25,21977.75,21989.3,0,2025-04-07 09:46:00
1743999420,21992.55,21994.9,21959.75,21984.3,0,2025-04-07 09:47:00
1743999480,21985.6,22037.05,21979.8,22029.25,0,2025-04-07 09:48:00
1743999540,22027.85,22028.95,22006.1,22022.7,0,2025-04-07 09:49:00
